v,vw,o,c,h,l,t,n,pivot,r1,r2,r3,s1,s2,s3,ema_9,ema_50,rsi,atr,stoch_rsi
41781934.0,187.5914,188.415,187.15,188.67,186.79,1707714000000,585515,187.53666666666663,188.25482666666667,188.69850666666665,189.41666666666663,186.81850666666665,186.37482666666668,185.65666666666667,188.33182553760776,187.4030790063812,30.99858021769998,3.193607142857142,0.0
56529529.0,185.0421,185.77,185.04,186.21,183.5128,1707800400000,644015,184.92093333333332,185.95126373333332,186.58780293333336,187.61813333333333,183.89060293333333,183.2540637333333,182.2237333333333,187.67346043008624,187.31040924142505,29.03368794326242,3.307692857142858,0.0
54617917.0,183.6207,185.32,184.15,185.53,182.44,1707886800000,679072,184.04,185.22038,185.94962,187.13,182.85962,182.13038,180.95,186.968768344069,187.18647162411423,28.330449826989664,3.303050000000001,0.0
65434496.0,182.8487,183.55,183.86,184.49,181.35,1707973200000,756083,183.23333333333335,184.43281333333337,185.17385333333337,186.37333333333336,182.03385333333335,181.29281333333333,180.09333333333333,186.3470146752552,187.0560217565019,30.24007386888279,3.325907142857145,0.0531062244562882
49752465.0,182.7317,183.42,182.31,184.85,181.665,1708059600000,611770,182.9416666666667,184.15833666666668,184.9099966666667,186.1266666666667,181.7249966666667,180.97333666666668,179.7566666666667,185.53961174020415,186.86990325624697,29.085257548845505,3.3505500000000046,0.0231324547856496
53574453.0,181.1005,181.79,181.56,182.43,180.0,1708405200000,712335,181.33,182.25826,182.83174,183.76,180.40174,179.82826,178.9,184.74368939216336,186.661671756002,33.45250255362619,3.2148357142857185,0.1569746170817027
41496371.0,181.9941,181.94,182.32,182.8888,180.66,1708491600000,522492,181.95626666666664,182.80766826666667,183.33366506666667,184.18506666666667,181.10486506666663,180.57886826666663,179.72746666666666,184.2589515137307,186.49141011851177,43.77245508982033,3.1104642857142903,0.4732483229820716
52284192.0,183.8372,183.48,184.37,184.955,182.46,1708578000000,613892,183.92833333333337,184.88142333333337,185.47024333333337,186.42333333333335,182.97524333333337,182.38642333333337,181.43333333333337,184.28116121098455,186.40821756484465,42.35727440147328,3.0751071428571493,0.4298775381599139
44926677.0,182.9876,185.01,182.52,185.04,182.23,1708664400000,549250,183.26333333333332,184.33675333333332,184.99991333333332,186.07333333333332,182.18991333333332,181.52675333333332,180.45333333333332,183.9289289687877,186.25573844465464,40.28021015761826,2.698678571428577,0.3662221285547608
40867421.0,181.3213,182.24,181.16,182.76,180.65,1708923600000,615639,181.5233333333333,182.3293533333333,182.8273133333333,183.6333333333333,180.71731333333332,180.21935333333332,179.41333333333333,183.37514317503016,186.0559055644721,30.43217286914762,2.6058214285714336,0.0644111233058668
54318851.0,181.8192,181.1,182.63,183.9225,179.56,1709010000000,669751,182.0375,183.703975,184.733525,186.4,180.371025,179.34147499999995,177.67499999999998,183.22611454002413,185.9215563266497,29.80012113870376,2.735964285714291,0.0631558873393929
48943139.0,181.1915,182.51,181.42,183.12,180.13,1709096400000,596442,181.55666666666664,182.69884666666664,183.40448666666663,184.54666666666665,180.41448666666665,179.70884666666663,178.56666666666663,182.86489163201932,185.74502470599677,27.31402612152185,2.775250000000006,0.0
136682597.0,180.6781,181.27,180.75,182.57,179.53,1709182800000,813073,180.95,182.11128,182.82872,183.99,179.78872,179.07128000000003,177.91000000000005,182.44191330561543,185.54914138419295,27.98138452588715,2.8363214285714338,0.0405481231319671
73450582.0,179.0322,179.55,179.66,180.53,177.38,1709269200000,911077,179.18999999999997,180.3933,181.13669999999996,182.33999999999995,177.98669999999996,177.24329999999998,176.03999999999996,181.8855306444924,185.31819466324424,24.11267605633803,2.934892857142862,0.0
81505451.0,174.8938,176.15,175.1,176.9,173.79,1709528400000,1167166,175.26333333333332,176.45135333333332,177.18531333333334,178.3733333333333,174.07531333333333,173.3413533333333,172.1533333333333,180.5284245155939,184.9174811470386,20.766618146530803,3.2070357142857193,0.0
94702355.0,170.3234,170.76,170.12,172.04,169.62,1709614800000,1108820,170.59333333333333,171.51777333333334,172.08889333333332,173.01333333333332,169.66889333333333,169.09777333333335,168.17333333333335,178.44673961247514,184.33718776872337,18.228279386712103,3.3386642857142896,0.0
68568907.0,169.5506,171.06,169.12,171.24,168.68,1709701200000,896297,169.68,170.65792000000002,171.26208,172.24,168.70208,168.09792000000002,167.12,176.58139168998014,183.7404353072048,18.143281051292917,3.3008071428571464,0.0
71763761.0,169.3619,169.15,169.0,170.73,168.49,1709787600000,825405,169.40666666666667,170.26234666666667,170.79098666666664,171.64666666666665,168.55098666666666,168.0223466666667,167.16666666666669,175.0651133519841,183.16237902064773,18.27497865072587,3.2365214285714297,0.005138581494471
76267041.0,171.5322,169.0,170.73,173.7,168.94,1709874000000,925213,171.1233333333333,172.9416533333333,174.06501333333333,175.88333333333333,169.3050133333333,168.18165333333334,166.36333333333334,174.1980906815873,182.6748347453282,25.466101694915224,3.349021428571429,0.2857220694125442
60139473.0,172.9273,172.94,172.75,174.38,172.05,1710129600000,793618,173.06000000000003,173.95006000000004,174.49994,175.39,172.16994000000005,171.62006000000005,170.73000000000005,173.90847254526986,182.28562553962908,32.287897064736626,3.4361642857142862,0.5518951173448124
59813522.0,172.8726,173.15,173.23,174.03,171.01,1710216000000,735065,172.75666666666666,173.91030666666666,174.62302666666668,175.77666666666667,171.60302666666666,170.89030666666665,169.73666666666665,173.7727780362159,181.93050296944756,31.516876779178517,3.492678571428572,0.552308557059465
52488692.0,171.3457,172.77,171.13,173.185,170.76,1710302400000,647120,171.6916666666667,172.6180166666667,173.1903166666667,174.1166666666667,170.76531666666668,170.1930166666667,169.26666666666668,173.24422242897273,181.5069538333908,23.13311688311684,3.480892857142856,0.2254077703306256
72913507.0,173.0899,172.91,173.0,174.3078,172.05,1710388800000,806014,173.11926666666668,173.98174626666668,174.51458706666665,175.37706666666665,172.25678706666667,171.7239462666667,170.8614666666667,173.1953779431782,181.17334780070885,30.69748580697484,3.507164285714284,0.8875606622159142
121752699.0,171.8002,171.17,172.62,172.62,170.285,1710475200000,771387,171.84166666666667,172.73363666666668,173.28469666666666,174.17666666666668,170.94969666666665,170.39863666666668,169.50666666666666,173.08030235454257,180.83792239675947,31.967905405405403,3.550378571428571,0.9773771406005588
75606556.0,175.4587,175.57,173.72,177.71,173.52,1710734400000,866430,174.98333333333335,176.58391333333336,177.57275333333334,179.17333333333335,173.38275333333334,172.39391333333336,170.79333333333335,173.20824188363406,180.55878818512184,30.888030888030883,3.602342857142856,0.9010318713936636
55215244.0,175.4779,174.34,176.08,176.605,173.03,1710820800000,636058,175.23833333333334,176.60398333333333,177.44768333333334,178.81333333333333,173.87268333333336,173.02898333333334,171.66333333333336,173.78259350690726,180.38314943276413,39.084219133278864,3.644128571428569,1.0
53423102.0,177.2239,175.72,178.67,178.67,175.09,1710907200000,641653,177.47666666666666,178.84422666666666,179.68910666666665,181.05666666666664,176.10910666666666,175.26422666666667,173.89666666666668,174.76007480552582,180.3159671020675,46.05761940864288,3.682699999999997,1.0
106181270.0,172.7231,177.05,171.37,177.49,170.84,1710993600000,1224985,173.23333333333335,175.77363333333335,177.34303333333335,179.88333333333335,170.69303333333335,169.12363333333334,166.58333333333334,174.08205984442066,179.96514486277076,37.28137465480208,4.001271428571424,0.6856008320351259
71146138.0,172.0464,171.76,172.28,173.05,170.06,1711080000000,736378,171.79666666666665,172.93884666666665,173.6444866666667,174.78666666666666,170.65448666666666,169.94884666666664,168.80666666666664,173.72164787553655,179.66376663285817,45.12785072563925,3.795557142857138,0.966692075194438
54288328.0,170.7132,170.565,170.85,171.94,169.45,1711339200000,727686,170.74666666666667,171.69784666666666,172.28548666666669,173.23666666666668,169.79548666666668,169.20784666666663,168.25666666666666,173.14731830042925,179.31812872568727,51.43757384797162,3.606271428571426,1.0
57388449.0,170.323,170.0,169.71,171.42,169.58,1711425600000,684303,170.23666666666668,170.93954666666667,171.37378666666666,172.07666666666665,169.53378666666669,169.0995466666667,168.3966666666667,172.4598546403434,178.94133936389562,51.15550332941638,3.5548428571428525,0.9914943171100594
60263665.0,172.5879,170.41,173.31,173.6,170.11,1711512000000,670629,172.34,173.67318,174.49682,175.82999999999998,171.00682,170.18318000000002,168.85000000000002,172.62988371227473,178.7205025260958,57.42847294036541,3.672699999999996,1.0
65671690.0,171.3942,171.75,171.48,172.23,170.51,1711598400000,648026,171.40666666666667,172.06370666666666,172.46962666666667,173.1266666666667,170.74962666666667,170.34370666666666,169.68666666666667,172.3999069698198,178.43656125056265,51.28821710752319,3.5326999999999975,0.8209595543317173
46240500.0,170.0696,171.19,170.03,171.25,169.475,1711944000000,676830,170.2516666666667,170.92971666666668,171.34861666666666,172.02666666666667,169.57361666666665,169.15471666666667,168.47666666666666,171.92592557585584,178.10689218191314,45.23475823405745,3.4151999999999965,0.6444499749192506
49297581.0,168.8967,169.08,168.84,169.34,168.2302,1712030400000,608914,168.8034,169.2273436,169.48925640000002,169.91320000000002,168.3794564,168.1175436,167.6936,171.30874046068467,177.74348464536754,42.4957264957265,3.3280428571428535,0.5645840089920056
47691715.0,169.8623,168.79,169.65,170.68,168.58,1712116800000,571286,169.63666666666666,170.43886666666666,170.93446666666665,171.73666666666665,168.83446666666666,168.33886666666666,167.53666666666666,170.97699236854774,177.42609309064724,47.353361945636635,3.301614285714282,0.6230924453162593
53682486.0,170.1029,170.29,168.82,171.92,168.82,1712203200000,630783,169.85333333333332,171.03753333333333,171.76913333333331,172.95333333333332,168.66913333333332,167.9375333333333,166.75333333333333,170.5455938948382,177.0885992439552,42.23625557206535,3.2960571428571392,0.427582353815251
42104826.0,169.6415,169.59,169.58,170.39,168.95,1712289600000,540854,169.64,170.19008,170.52991999999998,171.07999999999998,169.08991999999998,168.75008,168.2,170.35247511587056,176.79414437164323,44.432234432234445,3.214271428571424,0.5103232085394824
37425513.0,168.6637,169.03,168.45,169.2,168.24,1712548800000,549987,168.63,168.99671999999998,169.22328,169.58999999999995,168.26328,168.03672,167.67000000000002,169.97198009269644,176.46692302373566,40.35858031467251,2.946414285714281,0.1527369160687245
42451209.0,169.1566,168.7,169.67,170.08,168.35,1712635200000,541699,169.36666666666667,170.0275266666667,170.43580666666668,171.0966666666667,168.70580666666666,168.29752666666667,167.63666666666666,169.91158407415716,176.20037702280484,37.762504772814005,2.814628571428569,0.0238808641915786
49691936.0,167.9914,168.8,167.78,169.09,167.11,1712721600000,647587,167.99333333333334,168.74969333333334,169.21697333333333,169.97333333333333,167.23697333333334,166.76969333333335,166.01333333333335,169.48526725932575,175.87016615916545,28.63868183601416,2.7417714285714254,0.0
91053075.0,172.6956,168.34,175.04,175.46,168.16,1712808000000,828408,172.88666666666666,175.67526666666666,177.3980666666667,180.18666666666667,170.09806666666665,168.37526666666665,165.58666666666664,170.5962138074606,175.83761062351192,57.21021611001962,2.7310571428571415,0.9924189505385886
101282386.0,176.3413,174.26,176.55,178.36,174.21,1712894400000,960229,176.37333333333336,177.95863333333335,178.93803333333338,180.52333333333337,174.78803333333337,173.80863333333335,172.22333333333336,171.7869710459685,175.8655474618056,58.19577735124761,2.813914285714284,1.0
70733115.0,174.19,175.36,172.69,176.63,172.5,1713153600000,846703,173.93999999999997,175.51765999999998,176.49233999999996,178.06999999999996,172.36233999999996,171.38765999999998,169.80999999999997,171.9675768367748,175.74101618879362,53.230337078651694,2.9067714285714255,0.8320051349417343
71583932.0,170.0693,171.75,169.38,173.76,168.27,1713240000000,834229,170.47,172.56717999999998,173.86282,175.95999999999998,168.37282000000002,167.07718,164.98000000000002,171.45006146941986,175.4915645735468,49.461663947797696,3.1674857142857116,0.7045002815331286
48503680.0,169.018,169.61,168.0,170.65,168.0,1713326400000,598926,168.88333333333333,169.89563333333334,170.52103333333332,171.53333333333333,167.87103333333332,167.24563333333333,166.23333333333332,170.7600491755359,175.19777772752536,40.661273302849125,3.0789142857142844,0.4067582168430128
40735511.0,167.4157,168.03,167.04,168.64,166.55,1713412800000,553162,167.41,168.20837999999998,168.70162,169.49999999999997,166.61162000000002,166.11838,165.32000000000002,170.01603934042873,174.87786487546555,41.944847605224986,3.028199999999996,0.4501851598494499
66084170.0,165.1519,166.21,165.0,166.4,164.075,1713499200000,754706,165.15833333333333,166.04648333333333,166.59518333333335,167.48333333333335,164.27018333333334,163.7214833333333,162.83333333333331,169.01283147234298,174.4904976254473,41.06571936056841,3.0967714285714254,0.4204417689873984
46488244.0,165.9694,165.515,165.84,167.26,164.77,1713758400000,610286,165.95666666666668,166.90784666666667,167.49548666666666,168.44666666666666,165.00548666666668,164.4178466666667,163.4666666666667,168.3782651778744,174.15126242444936,44.60431654676261,3.1460714285714237,0.5401625035355693
46956672.0,166.5052,165.35,166.9,167.05,164.92,1713844800000,554862,166.29,167.10366,167.60634000000002,168.42000000000002,165.47634,164.97365999999997,164.15999999999997,168.08261214229952,173.866899192118,45.09803921568628,3.1482142857142827,0.5568665355223797
47007455.0,168.4251,166.54,169.02,169.3,166.21,1713931200000,584920,168.17666666666665,169.35704666666666,170.08628666666664,171.26666666666665,166.99628666666663,166.26704666666666,165.08666666666664,168.27008971383964,173.67682471399576,50.34083162917521,3.1474999999999977,0.7342450066508047
48858902.0,169.4307,169.525,169.89,170.61,168.1511,1714017600000,608795,169.5503666666667,170.48966646666668,171.0699668666667,172.0092666666667,168.6110668666667,168.03076646666668,167.0914666666667,168.59407177107173,173.52832178403514,50.526315789473635,3.210992857142855,0.7405204595349634
44014087.0,170.0062,169.88,169.3,171.34,169.18,1714104000000,563857,169.94,170.76512,171.27488,172.1,169.11488,168.60512,167.78,168.7352574168574,173.36250524348475,51.47007955724667,3.2695642857142837,0.7724506526517609
66891905.0,174.3826,173.37,173.5,176.03,173.1,1714363200000,808166,174.21,175.32926,176.02074000000002,177.14,173.09074,172.39926,171.28,169.68820593348593,173.36789719472063,56.005017246785854,3.6267071428571382,0.92588039973912
64066593.0,172.1915,173.33,170.33,174.99,170.0,1714449600000,647398,171.77333333333334,173.67951333333335,174.85715333333334,176.76333333333335,169.8671533333333,168.68951333333334,166.78333333333333,169.81656474678874,173.2487639713983,53.843834790473345,3.80027857142857,0.7518069203005632
48416441.0,170.7483,169.58,169.3,172.705,169.11,1714536000000,648581,170.3716666666667,171.7449566666667,172.5933766666667,173.9666666666667,168.9983766666667,168.1499566666667,166.7766666666667,169.713251797431,173.09391048232385,39.346696362286586,3.508492857142855,0.0
91402452.0,174.57,172.51,173.03,173.415,170.89,1714622400000,944012,172.44499999999996,173.40954999999997,174.00544999999997,174.96999999999997,171.48044999999996,170.88454999999996,169.91999999999996,170.37660143794483,173.0914041888994,43.964334705075416,3.505992857142853,0.27719710616726
160948084.0,184.3811,186.645,183.38,187.0,182.66,1714708800000,1468448,184.34666666666664,186.00454666666667,187.02878666666663,188.68666666666667,182.68878666666663,181.66454666666667,180.00666666666666,172.97728115035588,173.49487853443276,64.99298737727914,4.208849999999996,1.0
75883763.0,181.8762,182.354,181.71,184.2,180.42,1714968000000,898724,182.11,183.55396,184.44604,185.89,180.66604,179.77396000000002,178.33,174.72382492028473,173.81704016053345,68.12702146427529,4.086707142857141,1.0
74139796.0,182.7881,183.45,182.4,184.9,181.32,1715054400000,747423,182.8733333333333,184.24089333333333,185.08577333333335,186.45333333333335,181.50577333333337,180.66089333333332,179.29333333333332,176.2590599362278,174.1536268209047,71.60864345738302,4.153135714285712,1.0
43762264.0,182.4746,182.85,182.74,183.07,181.45,1715140800000,518558,182.42,183.03884,183.42116,184.04,181.80116,181.41884,180.8,177.55524794898224,174.49034733773198,74.00611620795117,4.119564285714286,1.0
47493785.0,183.9877,182.56,184.57,184.66,182.11,1715227200000,550949,183.77999999999997,184.75409999999997,185.35589999999996,186.32999999999996,182.8059,182.2041,181.23,178.9581983591858,174.8856278342915,80.11695906432757,4.089921428571428,1.0
48525869.0,183.0992,184.9,183.05,185.09,182.13,1715313600000,558732,183.42333333333332,184.55405333333331,185.25261333333333,186.38333333333333,182.29261333333332,181.5940533333333,180.4633333333333,179.77655868734865,175.2057992917703,75.94211637021417,4.123492857142858,0.8976007899526138
68586935.0,186.2008,185.435,186.28,187.1,184.62,1715572800000,726471,186.0,186.94736,187.53264,188.48,185.05264,184.46736,183.52,181.07724694987897,175.6400816724852,77.41935483870978,4.260635714285712,0.9338340239469992
50551025.0,187.1838,187.51,187.43,188.3,186.29,1715659200000,559445,187.34,188.10782,188.58218,189.35,186.57218,186.09782,185.33,182.34779755990317,176.10243141081912,76.78207739307547,4.184207142857141,0.9182030860182524
67561123.0,189.651,187.91,189.72,190.65,187.37,1715745600000,727552,189.24666666666667,190.49962666666667,191.27370666666667,192.52666666666667,187.99370666666667,187.21962666666667,185.96666666666667,183.82223804792255,176.63645370843406,77.70326906957261,4.242857142857141,0.940797781647992
51938566.0,190.1107,190.47,189.84,191.095,189.6601,1715832000000,566892,190.19836666666663,190.74649846666665,191.08513486666664,191.63326666666663,189.65023486666664,189.31159846666665,188.76346666666663,185.02579043833805,177.1542398375151,79.07701019252555,4.191064285714284,0.9744924657610812
39819440.0,189.925,189.51,189.87,190.81,189.18,1715918400000,478115,189.95333333333335,190.57599333333337,190.96067333333335,191.58333333333337,189.33067333333335,188.94599333333335,188.32333333333335,185.99463235067049,177.65289709878903,76.27608346709478,3.8267785714285703,0.9057922283870758
43637717.0,191.0833,189.325,191.04,191.9199,189.01,1716177600000,566877,190.6566333333333,191.7682151333333,192.45495153333331,193.56653333333333,189.5450515333333,188.8583151333333,187.74673333333328,187.00370588053636,178.1778815262875,85.52315608919389,3.6782,1.0
41192656.0,192.2516,191.09,192.35,192.73,190.9201,1716264000000,502712,192.0000333333333,192.69141513333332,193.11855153333337,193.80993333333333,191.30865153333335,190.88151513333332,190.19013333333336,188.0729647044291,178.7336508781978,89.16072035338098,3.550692857142857,1.0
33510741.0,191.4481,192.265,190.9,192.8231,190.27,1716350400000,452301,191.33103333333335,192.30631753333336,192.90884913333335,193.88413333333335,190.35574913333335,189.75321753333336,188.77793333333335,188.6383717635433,179.21076260846456,82.90976058931871,3.4391285714285726,0.7413510083778438
48553611.0,188.2595,190.98,186.88,191.0,186.625,1716436800000,573924,188.16833333333332,189.8395833333333,190.87208333333336,192.54333333333332,186.49708333333336,185.4645833333333,183.79333333333332,188.28669741083465,179.51151701597576,58.40537944284345,2.75377142857143,0.0
35429737.0,189.7127,188.82,189.98,190.58,188.0404,1716523200000,492815,189.53346666666667,190.50359386666668,191.10293946666667,192.07306666666668,188.56333946666663,187.96399386666667,186.99386666666663,188.62535792866777,179.9220457604473,68.58426966292136,2.7480571428571454,0.3309633357564368
51021752.0,190.8353,191.51,189.99,193.0,189.1,1716868800000,702124,190.6966666666667,192.1864666666667,193.1068666666667,194.5966666666667,189.20686666666668,188.28646666666668,186.79666666666668,188.8982863429342,180.3168674953317,67.5938803894298,2.7709142857142877,0.2987611476430796
51934816.0,191.1313,189.61,190.29,192.247,189.51,1716955200000,603438,190.68233333333333,191.72786733333336,192.37379933333335,193.41933333333336,189.63679933333333,188.9908673333333,187.9453333333333,189.17662907434735,180.70797073080897,67.53367394333489,2.8507000000000033,0.2968035544474769
48211467.0,191.4073,190.76,191.29,192.18,190.63,1717041600000,568919,191.36666666666667,191.9587666666667,192.32456666666667,192.91666666666669,190.77456666666663,190.40876666666668,189.81666666666663,189.59930325947792,181.12295227077723,66.23188405797104,2.8035571428571484,0.2544762757757643
71937580.0,191.5904,191.44,192.25,192.57,189.91,1717128000000,618138,191.57666666666668,192.59278666666668,193.22054666666668,194.23666666666668,190.56054666666668,189.9327866666667,188.91666666666669,190.12944260758235,181.5593070836879,72.84011916583911,2.782128571428576,0.4693409110627016
48702790.0,193.7882,192.9,194.03,194.99,192.52,1717387200000,700898,193.84666666666664,194.79020666666668,195.37312666666665,196.31666666666663,192.90312666666665,192.32020666666668,191.3766666666667,190.9095540860659,182.0483538647198,70.73301230604602,2.6885571428571495,0.4008290104493306
46573003.0,194.3005,194.635,194.35,195.32,193.0342,1717473600000,575237,194.23473333333337,195.1079089333333,195.64735773333337,196.52053333333333,193.36155773333337,192.82210893333337,191.94893333333337,191.59764326885272,182.53077136022097,69.37290033594623,2.7075428571428626,0.3566054079844401
53100041.0,195.8699,195.4,195.87,196.9,194.87,1717560000000,648218,195.88,196.65546,197.13454,197.91,195.10454,194.62546,193.85,192.4521146150822,183.0538783657025,67.99297834991225,2.6554000000000064,0.3117376892344528
39591471.0,195.3477,195.685,194.48,196.5,194.17,1717646400000,550051,195.05,195.94006,196.48994,197.38,194.15994,193.61006,192.71999999999997,192.85769169206577,183.50196156704752,62.636165577342,2.7193357142857217,0.1375626479578049
52508446.0,195.8927,194.65,196.89,196.94,194.14,1717732800000,505896,195.99,197.0596,197.7204,198.79,194.9204,194.2596,193.19,193.66415335365264,184.02698268206527,66.92381870781094,2.8029071428571513,0.276974307966421
95034362.0,194.4454,196.9,193.12,197.3,192.15,1717992000000,1115208,194.19000000000003,196.1573,197.37270000000004,199.34000000000003,192.22270000000003,191.0073,189.04,193.5553226829221,184.38357159649408,54.4558697514996,2.962914285714293,0.0
169677009.0,203.1517,193.65,207.15,207.16,193.63,1718078400000,1601717,202.64666666666665,207.81512666666663,211.00820666666664,216.17666666666665,197.47820666666664,194.28512666666663,189.11666666666665,196.2742581463377,185.27637271035707,70.52135330005548,3.836492857142864,0.5646146476109573
197067068.0,215.2738,207.37,213.07,220.2,206.9,1718164800000,1860933,213.39,218.4706,221.6094,226.69,208.3094,205.17060000000004,200.09000000000003,199.63340651707017,186.36631887857837,77.35011102886749,4.604128571428577,1.0
96562134.0,214.013,214.74,214.24,216.75,211.6,1718251200000,1032908,214.1966666666667,216.16396666666668,217.3793666666667,219.3466666666667,212.2293666666667,211.01396666666668,209.04666666666668,202.55472521365616,187.45940441275175,86.30573248407644,4.65948571428572,1.0
69150814.0,212.7632,213.85,212.49,215.17,211.3,1718337600000,793665,212.98666666666668,214.46500666666668,215.37832666666665,216.85666666666663,211.50832666666668,210.5950066666667,209.1166666666667,204.54178017092497,188.44099639656545,80.97990641343245,4.671628571428575,0.8327833901401211
92964543.0,216.4079,213.37,216.67,218.95,212.72,1718596800000,1034894,216.11333333333332,218.49319333333332,219.9634733333333,222.3433333333333,213.7334733333333,212.26319333333333,209.88333333333333,206.96742413673996,189.54801614571977,82.93827160493827,4.854485714285715,0.894270788310373
78534656.0,214.7421,217.59,214.29,218.63,213.0,1718683200000,919913,215.30666666666664,217.45732666666663,218.78600666666665,220.93666666666664,213.15600666666663,211.82732666666664,209.67666666666665,208.431939309392,190.5182900223582,78.18224518553312,5.06112857142857,0.7449443544937349
83863022.0,210.647,213.93,209.68,214.24,208.85,1718856000000,1005250,210.92333333333332,212.98231333333337,214.2543533333333,216.31333333333333,208.8643533333333,207.59231333333332,205.5333333333333,208.6815514475136,191.26972962932456,69.90690625676557,5.3146999999999975,0.4851209763444995
204018186.0,208.6028,210.39,207.49,211.89,207.11,1718942400000,881776,208.83,210.65596,211.78404,213.61,207.00404000000003,205.87596,204.05000000000004,208.4432411580109,191.9058186634687,66.06916912695067,5.466128571428568,0.3646263556286129
76303387.0,209.3985,207.72,208.14,212.7,206.59,1719201600000,916066,209.14333333333332,211.4773533333333,212.91931333333332,215.2533333333333,206.80931333333336,205.3673533333333,203.03333333333333,208.38259292640873,192.5424532256856,65.24087275869519,5.706842857142852,0.3386200781381835
54266550.0,209.7069,209.15,209.07,211.38,208.61,1719288000000,621125,209.68666666666664,210.74480666666665,211.39852666666664,212.45666666666665,208.62852666666663,207.97480666666664,206.91666666666663,208.520074341127,193.19059231487444,65.69296375266526,5.774999999999996,0.3528145190300014
64531178.0,213.1428,211.5,213.25,214.86,210.64,1719374400000,769036,212.91666666666663,214.52870666666664,215.52462666666668,217.13666666666668,211.30462666666665,210.30870666666664,208.69666666666663,209.4660594729016,193.9772357535068,67.53430185633577,6.006428571428567,0.4106275814953269
48631748.0,213.9094,214.69,214.1,215.7395,212.35,1719460800000,644311,214.06316666666663,215.35795566666667,216.15787766666665,217.45266666666663,212.76837766666665,211.96845566666667,210.67366666666663,210.3928475783213,194.7663637631732,70.01223990208082,6.082107142857138,0.4884281694146761
80927625.0,212.5954,215.77,210.62,216.07,210.3,1719547200000,729816,212.33,214.53414,215.89586,218.1,210.12586,208.76414000000003,206.56000000000003,210.43827806265705,195.38807498814683,63.70533040527056,6.294249999999993,0.2904081795087417
59475152.0,215.4872,212.09,216.75,217.51,211.92,1719806400000,784772,215.39333333333332,217.52871333333331,218.84795333333332,220.98333333333332,213.25795333333332,211.9387133333333,209.8033333333333,211.70062245012565,196.22579753763128,72.52621544327934,6.418535714285706,0.3902977038749587
57112299.0,219.183,216.15,220.27,220.38,215.1,1719892800000,689939,218.58333333333337,220.60029333333335,221.84637333333333,223.86333333333337,216.56637333333333,215.32029333333335,213.30333333333337,213.41449796010053,197.16870743811631,65.64139246542683,5.792821428571421,0.0856649387654862
36707517.0,220.6457,220.0,221.55,221.55,219.03,1719979200000,566735,220.71000000000004,221.67264000000003,222.26736000000005,223.23000000000005,219.74736000000004,219.15264,218.19000000000003,215.04159836808043,198.12483655819025,61.36729222520111,5.022821428571423,0.0
58287571.0,224.943,221.65,226.34,226.45,221.65,1720152000000,767327,224.81333333333336,226.64693333333335,227.77973333333335,229.61333333333337,222.97973333333337,221.84693333333337,220.01333333333335,217.30127869446432,199.23131355590823,64.78494623655916,5.004964285714278,0.1584375911354516
57456163.0,226.3221,227.09,227.82,227.85,223.25,1720411200000,790011,226.3066666666667,228.0638666666667,229.14946666666668,230.9066666666667,224.5494666666667,223.46386666666672,221.7066666666667,219.4050229555715,200.3524385145001,68.85608856088562,5.057107142857136,0.3471699733169818
47531745.0,228.2117,227.93,228.68,229.4,226.3721,1720497600000,651012,228.1507,229.3073578,230.0219422,231.1786,226.9940422,226.2794578,225.1228,221.2600183644572,201.46332327863735,66.08625770158054,4.811957142857139,0.280641015619365
61539280.0,231.6381,229.3,232.98,233.08,229.25,1720584000000,782437,231.77,233.23306,234.13694,235.6,230.30694,229.40306,227.94,223.6040146915658,202.6992713853575,73.80891719745226,4.724099999999997,1.0
63197762.0,228.4762,231.39,227.57,232.39,225.77,1720670400000,889216,228.57666666666668,231.10550666666668,232.66782666666663,235.19666666666663,226.04782666666668,224.4855066666667,221.9566666666667,224.39721175325263,203.6745940761278,72.33458177278403,4.850528571428567,0.8814997696879249
51621443.0,230.9692,228.92,230.54,232.64,228.68,1720756800000,706216,230.62,232.13272,233.06728,234.58,229.10728,228.17272000000003,226.66000000000005,225.62576940260212,204.72813940647572,78.22679402400198,4.871242857142854,1.0
60513737.0,234.9202,236.48,234.4,237.23,233.09,1721016000000,822606,234.90666666666667,236.4881466666667,237.46518666666665,239.04666666666665,233.32518666666667,232.34814666666668,230.76666666666668,227.3806155220817,205.89174178269235,79.81380563124435,4.912671428571427,1.0
38468546.0,234.2992,235.0,234.82,236.27,232.33,1721102400000,623906,234.47333333333336,235.97841333333335,236.90825333333336,238.41333333333336,232.96825333333337,232.03841333333335,230.53333333333336,228.86849241766535,207.0261832814103,79.57730300941881,4.962671428571426,0.9871790068605564
55878906.0,228.8396,229.45,228.88,231.4599,226.64,1721188800000,811024,228.9933,230.8345018,231.97199820000003,233.8132,227.1520982,226.0146018,224.1734,228.8707939341323,207.88319570174716,67.2554647825127,5.13338571428571,0.3192024654037101
64346030.0,225.181,230.28,224.18,230.44,222.27,1721275200000,844538,225.63,228.75094,230.67906,233.8,222.50906000000003,220.58094000000003,217.46000000000004,227.93263514730583,208.52228606638457,60.25641025641028,5.4748499999999956,0.0
48020038.0,224.7356,224.82,224.31,226.8,223.275,1721361600000,612739,224.795,226.14155,226.97345,228.32,223.44845,222.61655,221.27,227.2081081178447,209.14141210299692,64.94867875081897,5.314492857142854,0.2399229756558779
